place_id,name,description,is_spending_on_ads,reviews,competitors,website,can_claim,emails,phones,linkedin,twitter,facebook,youtube,instagram,owner_name,owner_profile_link,featured_image,main_category,categories,rating,workday_timing,closed_on,phone,address,review_keywords,link
ChIJi_oxl-mZTDARjT-zBCPzbeg,PORT Kitchen,"PO** **TC**N**er*e*Asi**,**o*ean***Weste** f****",False,48,"Name: Bo**h***Kit**e*
link: h*tps://*ww***og*****m*m*p**sea**h*B*l*h*a*K*t***n**6*4972*6,1****0*5****9***99?au**u**r*0&**=en&*ntr****u
Reviews: 96 reviews

Name: *l*n*a **** 2
link: htt*s**/**w**oogle*c*m/**p***e******l****+Caf**2*@*.*15060*,*00**8****6*99**9**a*t*u**r*0*hl=*n*e**ry=t*u
Reviews: 55 reviews

Name: El*Po***K****en
link: h*tp*:****w*goo*l***o****p**s*ar*h/*l*P*r*+*it**e*/*6.*263**7*99999***1**.*1*575*?**t*u*e****h*=e**en*ry=*t*
Reviews: 19 reviews

Name: **** *n caf*
link: h***s******.g****e*co********ea*c*/Yeo**i*+ca*e/**.**0***399**99995,**0*28******99***9?a*thus***0&hl*en*en*ry*ttu
Reviews: 2 reviews

Name: Th* F**es A*** K***a***d*
link: ********www******e.co****ps*s**r**/T*e+Fem*s+*yam**or*a+**d*/*6*44*5****100.*9**829?aut*u*****&*l=en**n**y*t*u
Reviews: 2 reviews",*ttps:/*w*w.f***b*o*.**m/**rt*it*****?*e*=s*t****,False,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,P*** K**c*** (*wne*),h*t**:*/www.**o****com/m*ps**on*r***10****2*572**3*****84,h*******lh5*g***l*use**o*ten*****/*/*F**ipOpsp*z*01*rX*****D*6KV**cu****IF*W1*cp*w4**-h*0*-**no,Korean restaurant,Korean restaurant,3.8,2**0**m,*at***ay,0***4*2**861,"PORT Kitchen, 1, Jalan 11, Jalan Raja Muda, Taman Aman, 01000 Kangar, Perlis",,https://www.google.com/maps/place/PORT+Kitchen/data=!4m7!3m6!1s0x304c99e99731fa8b:0xe86df32304b33f8d!8m2!3d6.4477466!4d100.1809772!16s%2Fg%2F11h4tn0d82!19sChIJi_oxl-mZTDARjT-zBCPzbeg?authuser=0&hl=en&rclk=1
ChIJL_QTJi6ZTDAR0IQCLG2bOlw,BengLaksa Perlis,,False,35,"Name: *nj**g**e*i
link: *t**s**/**w.********om/*ap*/*******Anj*n*+***i/@6.4***17,***.2**981*?a**huser=*&h**en&*n**y=**u
Reviews: 2457 reviews

Name: **s*au***t *a**S* La*s*
link: h**p*****w***o*gl**co**maps/*ea***/Re*t*u*a**+Ka**S*****sa/*6*397**4,*0***32**859******?*uthu*e*=0*h*=en&*n***=*tu
Reviews: 1436 reviews

Name: *h B*ng*L****
link: **tp*:/*w*w.googl*.***/ma*s**e****/*h+B****L***a**6.4****22,*00.1*7****?a**hus*r=0&*l*e***n*r***t*
Reviews: 136 reviews

Name: **k*a Ku*l* P*r**s*(L**s***an*ka**
link: ****s:***w*.g**g*e.co****p***ea*c*/*a*s*+*ual**P*rlis+%28L*k***Sa*g**q**9*@***0***1****9999*,1***1*5***5?au**u****0&hl*e*&*nt*y*ttu
Reviews: 44 reviews

Name: **Mian 
link: h*****//ww*.*o**l*.co*/*aps/****c****4*BA%***E*%***9**E9%*D*A**@6.426****,1**.1****9*?**thu*er**&hl=*n&e***y**tu
Reviews: 39 reviews",**tps:/**ww.fa**b***.***/***gLaks***r***/,False,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,****L**s**Pe**is (O*ner*,*t**s:***ww*goog*e.*o*/**ps**o*t**b/**69**1*9****408**2*7,htt*s*/*l****oo**eus*rc*nte***co*/p*A*1**p***********U*OV***VP*iM********j-U**Kr=w408-h***-k-no,Restaurant,Restaurant,4.8,*2:*0** p*,*o**ay,**7-**6 *9*9,"BengLaksa Perlis, 145, Jalan Raja Syed Alwi, Taman Perlis, 01000 Kangar, Perlis","ce**o*, ice***c*n*",https://www.google.com/maps/place/BengLaksa+Perlis/data=!4m7!3m6!1s0x304c992e2613f42f:0x5c3a9b6d2c0284d0!8m2!3d6.4262554!4d100.1970941!16s%2Fg%2F11ny3qw56t!19sChIJL_QTJi6ZTDAR0IQCLG2bOlw?authuser=0&hl=en&rclk=1
ChIJcWnSJc-bTDARznFqLiUS1fQ,Khalipah Cafe,"*e*u*Kh**ip*h *afe***E***PA*****(*****A** -***.0*THGAR**
*Nasi Le*a***an**n*
**l*r**a*a**yam ***e*p*h
Gul*i*Ay*m*S*mba******n*
*ala*g *or*ng
S*m**l*Tal***
Daging***tam
**a**Ma*ak M****
*Ro** *an*i*
R****Te***
Ro*i*Sa**i****ti **an****E***i*h*B****f*s*:
Kids**e*l**ig *l*te**a*li* *re*************a*te* B**a*
**ti *a****T***r*Le****Ro***T**ab
Roti J**a
*e*** Se**r*h Ma***
*N*odl**:***h****o*en**Mee*Gore**
**NU T*NGAH*R* ***.****** - *.****G)*Nasi *y*m*Na*i ****n**Gr*ll*L**sa
*ih*n*S**",False,32,"Name: ***irah**ulu****a***Sar*pan*p***)
link: h*tps:*****.*oo*le*c**/m*ps***arch**a**r**+*u*ut*A**m+%**Sa****n+pag*******.40*48*9,1*0**37***60****01?a***u**r*0***=en&*n**y=t**
Reviews: 19 reviews

Name: Ra**ia ***p**
link: https**/www.*o**le.com***p***ea***/**h*ia**hop**/@*.40*12****99*9***,1***1****9**a**hu*****&**=en**n**y=t*u
Reviews: 14 reviews

Name: *est*ran*H***** *a*zi** S***eh
link: h**p*****ww**oo*le.****m****s*a**h*Re**oran*Haj***+F*rzi*h**a*leh****398***6**00**29719*?*u**u*e***&hl=e*&e**r*=t**
Reviews: 8 reviews

Name: **r*n* A*n*** Kua** Pe***s
link: h****:/*w*w.g**g***c*m*ma*s/se*rc*/W****g*****s******a*P*rl*s/*6.40**4*1,10*.135*2**?aut*u**r**&*l=****n**y=t**
Reviews: 5 reviews

Name: Ais*a*****i **na*
link: *t*ps:*/*w*.g*o*l**c*m/***s**e**c*/Aish***Ro*i**an**/*****0****99*999*9*,100*1**53****th***r=0**l=**&en**y=t*u
Reviews: 4 reviews",h*t**:/****.**ceb**k**o*/khali*ah***e*,False,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,K*a**p***Ca***(Own**),htt**:/**w*.googl****m/m*p*/*o**r*******9*20**78*9***94*0,ht**s*/***5.goo****se*con*e*t*c*m/p/AF1*ip*x***pp1H**El*****h*5_***s*W*hF****9R***408**3*6*****,Restaurant,Restaurant,3.9,*:***am*3 p*,W**nes***,****390 5**6,"Khalipah Cafe, Lot 99, Taman Semarak, 02000 Kuala Perlis, Perlis",,https://www.google.com/maps/place/Khalipah+Cafe/data=!4m7!3m6!1s0x304c9bcf25d26971:0xf4d512252e6a71ce!8m2!3d6.3958356!4d100.1436432!16s%2Fg%2F11nnlfcwmc!19sChIJcWnSJc-bTDARznFqLiUS1fQ?authuser=0&hl=en&rclk=1
ChIJ1-pggo2ZTDARctiRfLSeTb4,D Buluh Perindu Empire Restaurant,,False,25,"Name: ***M*** ****a**&*Western *oo*
link: h*tps:*/ww*.go***e****/*ap**searc**An*M*da*T**ya*****+*est*rn*Food/@***11*906**0*.*****6*?**t****r*0****en*e*****ttu
Reviews: 213 reviews

Name: *l *****ah *a**hi
link: h*tps*//ww***o*gle**om***p***ear**/**+**d*********h*/**.41*001*,**0****3*4*?au**us**=0&h*=en&*n**y=*tu
Reviews: 131 reviews

Name: Po*ok*B*luh****taur*nt ****m*****
link: *t*p*:***ww.***gl*.c*m/*a***s***ch/Po*ok*Bu*u**R***a*rant**2*+Hom***ay/**.3*97****1*0.*9*981**aut***e*=0&*l***&e*t******
Reviews: 39 reviews

Name: W*s**rn V*l****
link: ***ps:/**ww*go*g*****m/maps/se*r*h/**ste*n+V*l*age*@6*5*2*******0.*1*9**9?**t***e*****l**n*e*t*y=*t*
Reviews: 4 reviews",ht*ps**/fa*ebo******/*b****p*r*n*uemp**e,True,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,***uluh **r**du Em*i*e ****a*r*nt*****e*),,h*tps****h5****g**us*r**nten**c***p/AF1*i*PFJ4*de**AWe**B*3******B**f****Y**Y_i**w*08-h*4*-*-n*,Restaurant,"Restaurant, Family restaurant",4.2,**p*-12*a*,T***d*y,***-1*9**8*68,"D Buluh Perindu Empire Restaurant, Lot 2413, Kampung Batu Hampar, 01000 Kangar, Perlis",,https://www.google.com/maps/place/D+Buluh+Perindu+Empire+Restaurant/data=!4m7!3m6!1s0x304c998d8260ead7:0xbe4d9eb47c91d872!8m2!3d6.4145808!4d100.1856931!16s%2Fg%2F11lh6gy3bp!19sChIJ1-pggo2ZTDARctiRfLSeTb4?authuser=0&hl=en&rclk=1
ChIJR4HZ1USXTDARzqYde_hq3X4,De Santan Cafe,K*******KA* *I *AL*N BAR* ***T*N*N*K *E*B*TU**,False,19,"Name: D***y's*K*t*hen* P*****
link: ht**s://w****oo*le****/ma*s*s**r*h**ad****7**Kitc*en***+*er*is/@***4**1*79*9*99****10**293*2**?***h*s*r=0**l=en*e*t*y****
Reviews: 148 reviews

Name: *u**a*R*s***r*nt**ester* F***
link: htt****/****goog*e***m/ma*s/s***c**Mu****R*s*aur*nt+West*rn*Fo*d***.*14**0*99****99*,**0.*4****2***9**9*au*h***r****l*en&en*ry=*t*
Reviews: 37 reviews

Name: ***'**We*t*rn F**d
link: **t*s****ww***o**e*c****ap***earc*/*an***s+W*s**r*+Fo**/*6******83*0**0*01**00**295*7*?a*th*ser=*&**=en**n*ry=tt*
Reviews: 20 reviews

Name: Ad** *i*t*o **st****Kan*a*
link: h*tps:*/ww*.*oogl*.*o**maps/*****h/Ad*m+****ro****t*r**K*n**r*@6.454*0**00***00*,1******4**4*a*t**s*r***hl**n**ntr****u
Reviews: 6 reviews

Name: ***ter****lla*e
link: ht****/**ww*g*o**e*com/*a******r***We*t*r***il*ag*/@*.5*2569**10**21*9*9***u*h*****0&h*=en*e*try*tt*
Reviews: 4 reviews",**tps:*/*w*.f*ceboo***om*****nta****e*,False,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,*e*San*a* ***e*(*w**r),*t****/*w*w**o***e.*o*/**ps/co**rib/*0*75535****38***8*6*,h*t*s**/*h5.goo******rcon****.****p/*F**i****tkI*PpC**sPD******Ksu-**de7A*1**g****408-h306*k***,Western restaurant,Western restaurant,4.4,6**1:** p*,*un*a*,*12**54*5**2,"De Santan Cafe, Kampung Padang, 01000 Kangar, Perlis",*r*c*,https://www.google.com/maps/place/De+Santan+Cafe/data=!4m7!3m6!1s0x304c9744d5d98147:0x7edd6af87b1da6ce!8m2!3d6.4763209!4d100.2308189!16s%2Fg%2F11ncmg_lxn!19sChIJR4HZ1USXTDARzqYde_hq3X4?authuser=0&hl=en&rclk=1
ChIJYcwYHGiYTDARxMx_A0jNZMo,Azylia Cafe Food Delivery Jejawi Perlis,,False,15,"Name: **bo* Co***r
link: ***ps:*/*****oo*****om*m*p**s*ar*h/L***y+**rne*/@6.4*30*5*999*9*9***10*.****6*1*aut*u**r*0&**=e***nt*y=t**
Reviews: 426 reviews

Name: **A* WE*TE*N**O**
link: *t*p******w.**o*l****m/*ap*/*ear****%****+*ESTERN+F**D/****8*67*7*1**.21*6*1*?a****se*=0&h*=*n*ent***ttu
Reviews: 28 reviews

Name: MEL**IO*S****** C*FE
link: *t***://****g***l*.***/m**s/s**rch*MELI*I*****OU*E*C*F*/****52*0***999***9*10*.208*4199******?auth*ser**&hl=*n&***r**t*u
Reviews: 0 reviews",htt*:**www.**c**o*k***m*azy****a*e,True,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Azy*** ***e*F*o* D*l***r* J*ja** ***lis*(***er),,htt*s********o**l*u*e*cont***.*o**p*A**Qi**Q*s5*5x**ibK*h3UR*DY**RlHV******kHZP*=*****h**0-k-*o,Cafe,"Cafe, Malay Restaurant",3.6,**am*1* *m,*p** *** D*ys,0**-*2* *2*0,"Azylia Cafe Food Delivery Jejawi Perlis, Hadapan ECO RM2 A16-A18 02600, Persiaran Jubli Emas, Kampung Behor Pisang, 02600 Kangar, Perlis",,https://www.google.com/maps/place/Azylia+Cafe+Food+Delivery+Jejawi+Perlis/data=!4m7!3m6!1s0x304c98681c18cc61:0xca64cd48037fccc4!8m2!3d6.4444134!4d100.2377718!16s%2Fg%2F11clyzvkj4!19sChIJYcwYHGiYTDARxMx_A0jNZMo?authuser=0&hl=en&rclk=1
ChIJ64mAfYibTDARyOsqKUf0YWg,Maison Fusion Delights,,False,15,"Name: Da*d****K*tc*en,*P***i*
link: h*tps:*/w**.*o**le.*om/map**se*rc*/*******7s**itc***%*******is/@*.*4*411***99***9******2*37*78***t****r=0&hl=en&*nt*y****
Reviews: 148 reviews

Name: **e C*r*e*
link: **t**:*/**w*go*gl*.c**/**ps*s*a***/******r*el*@6.40*81***9*9*9*95*100.1*39**3*aut**se***&hl=**&*n*ry****
Reviews: 29 reviews

Name: Ton*s***t*h**
link: *ttp**/***w.g*o*le.c*m*map*/se**c*/*o********t**en*@*.402***4*1*0*1*7****?*u*h**er=0&h**e**en*r*=t**
Reviews: 5 reviews

Name: **s**rn*Fo** **L*p*k*S*a*ion
link: h**p**//www**o***e.c**/******e*rch**ester**Foo*+****Le****Sta***n*@6*38*55*5*100******89*a*t**s*r=*&*l*en&*ntr***t*
Reviews: 2 reviews",*ttp:*/**w*f*c**o******/ma**on*us***de*ight*,True,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,M***o* Fusio***elig**s ******),,*t**s:*/**5.**og**u***c*n*e**.**m*p*A*1*ip*x2e7I*2T****w**l*2k*mjYh****NAYF**YL*=w*2*-h***-**n*,Western restaurant,Western restaurant,3.9,*:30*p*-1****,*ue*d**,*1*-63***0*9*,"Maison Fusion Delights, Batu 6 3/4 Kuala Perlis, Pekan Kuala Perlis, 02000 Kangar, Perlis",,https://www.google.com/maps/place/Maison+Fusion+Delights/data=!4m7!3m6!1s0x304c9b887d8089eb:0x6861f447292aebc8!8m2!3d6.3951226!4d100.137186!16s%2Fg%2F11f1275bm2!19sChIJ64mAfYibTDARyOsqKUf0YWg?authuser=0&hl=en&rclk=1
ChIJ2_XmzrqZTDARpe1_-f0tCj8,Mums Yeyish Cafe,"Wester*, *a**n,***e* *****e***rt",False,8,"Name: * *ul** *er***u**m*i** R*st**ra*t
link: htt***/*w**.goo**e.****map**se**ch/D+B**uh+*er*******p*re****t*uran*/@6.*14****,***.1***93***u**us*r=*&h*=en&*n****t**
Reviews: 25 reviews

Name: R*s*ora* *ur *u*******a*e* *a*y
link: h*t*s**/****g*****.co*/*a**/**arch/R*st*ra*+N**+M*t*a**+*a**h*Hat*/@*.44*2****10*.*061***?*ut**s****&*l=en****r*=t*u
Reviews: 1 reviews

Name: M&* ***i***u* Caf*
link: *t*ps:*/w*w.g**g**.*om/maps/se*r***M%2*A***27**c*o*s***fe**6.4****88***9****,*0**19*1228*a*t***e**0&h**en&*******t*
Reviews: 0 reviews",h*tps:/********e*ook**o**m*msyey****mpi**?mi**x***=**WKw*,False,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,*u*s*Ye**s* **f**(*w*er),******//ww****ogl**com/*ap**c*n*rib/******99***6*0**02686,***p*://l*5.*oo*l*u*ercon***t*c**/p*AF1***P**aBB***gL**MNS9***O*n***g*c*****M****w**8*h306**-no,Cafe,"Cafe, Dessert restaurant",4.5,***a*-1* p*,"Wed****a*, *u*d*y",****18*3*20*6,"Mums Yeyish Cafe, Mums Yeyish Cafe Laytac Auto Sdn Bhd, 1, Persiaran Jubli Emas, Jalan Kangar, 01000 Kangar, Perlis",,https://www.google.com/maps/place/Mums+Yeyish+Cafe/data=!4m7!3m6!1s0x304c99bacee6f5db:0x3f0a2dfdf97feda5!8m2!3d6.4374652!4d100.1917401!16s%2Fg%2F11j0qcl1mj!19sChIJ2_XmzrqZTDARpe1_-f0tCj8?authuser=0&hl=en&rclk=1
ChIJT6aQloOZTDAR5-UELKnr-Ww,The Houze Cafe,,False,6,"Name: H***** c*fe
link: h*t*s:**ww***o**le****/*aps/*e*rch/***z***c*f**@6*41*7***,*0*.*747*14*a**huser=0****e*&e*t***t**
Reviews: 5 reviews

Name: ***SE**URG*R
link: ht**s:*/www.**ogl*.******p*/****ch/**U***BURG*R*@*.*0*14*6*****99*4****.2**278*9*9*99**a*t***e**0*hl=e**e*try=t**
Reviews: 1 reviews",htt**:*/w*w.fa*ebo****om/*heHo**e******i***t***Z*W**L,True,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,The**o*ze***fe**Ow**r*,,*tt****/***.*o**leu*erco*te*t.*om/p/AF**i*MAR*_XE*0z*************dz*yFlH***0***Q****8-h***-k-*o,Western restaurant,Western restaurant,4.8,1*-**p*,We****da*,0*6**30*5*4*,"The Houze Cafe, No 3, Jalan Serunai, Pusat Bandar Kangar, 01000 Kangar, Perlis",,https://www.google.com/maps/place/The+Houze+Cafe/data=!4m7!3m6!1s0x304c99839690a64f:0x6cf9eba92c04e5e7!8m2!3d6.4366944!4d100.1937183!16s%2Fg%2F11v5wm39mh!19sChIJT6aQloOZTDAR5-UELKnr-Ww?authuser=0&hl=en&rclk=1
ChIJHR5ecc2ZTDAROR-4hzMKtUE,Tapak@Kangar,"T*pa**@ Ka*g*r ***a*******wh*r*****d **v*r *an hang*ou* **d *hi***with *h**r*****d*ones. *a**ety *f *oo****aila*l**here. ****n****d,*wes*ern **o* **d etc.***** do**is*t*us***d **e* *h*********** *o***h**!",False,4,"Name: The**a***
link: h*tp***/**w****g******/maps*s*a**h/***+K**i*/@******33*99*99**9**0*.19798**0*000**?auth**e*=0&**=en*e*t**=*t*
Reviews: 285 reviews

Name: Ar****K*t**en
link: h*t*****w**.**og***c*m***p*/sea*ch/A*ang+K*tchen/@*.*4*3**3***000****00.1*96*****999***au***s**=0**l****en*ry**t*
Reviews: 52 reviews

Name: **r*n***on*ena
link: ht***:/**ww*goo**e***m*m*p*/***r*h****on**Konte***@**44*5*7199*9*999**10**2*56*33?***hus****&hl=**&e****=**u
Reviews: 3 reviews",h*t*s:*/**pak**a*ga*.b**i**s**s******t*_*o****=g*b*u**_m*di**=refe*ral,False,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,*apa*@Ka**a*****n*r),****s://*ww*go***e.c*m/m*p*/*o*****/***10*8****92*3411*5*,htt**:/**h5.goog**us**c****nt.com**/**1*ip**31**XwIF****Ddw****4G*****dX*3*k*wmQ**4*****4**k**o,Restaurant,"Restaurant, Asian restaurant",5,1***m-*2 **,Sun***,0*1-******894,"Tapak@Kangar, Km2, Jalan Kaki Bukit, Kampung Baharu, 01000 Kangar, Perlis",,https://www.google.com/maps/place/Tapak@Kangar/data=!4m7!3m6!1s0x304c99cd715e1e1d:0x41b50a3387b81f39!8m2!3d6.4542941!4d100.2065301!16s%2Fg%2F11rwvrlw24!19sChIJHR5ecc2ZTDAROR-4hzMKtUE?authuser=0&hl=en&rclk=1
ChIJtfMUS_6YTDARxEs8tjLhvAg,Anjung Keli,,False,2457,"Name: **st*r*n**u*i*Mas*ka***e*****Asli
link: *t*ps:**ww*.g*og**.com/**p*/***rc*/*******n**u*i+***akan***l****Asl*/*6.*526***,*0*.*9*6724**ut*u******h*=en&*n*ry=*t*
Reviews: 1037 reviews

Name: Re**o*** *elay**
link: *tt***//***.*oo*l*.c*******/s*ar**/*e*to**n*Nel*yan*@*.4****6**10**1**98*6**u*hu**r**&*l=en*e*try**tu
Reviews: 614 reviews

Name: R*s**r** K***i*Hang**
link: h*t*s:***w*.goo*l*.***/*aps/*ea****R*storan+*ua*i*Hang**/@****563***999*****1****1404*99**9*99***t****r=0&******en*r****u
Reviews: 440 reviews

Name: *ai **f*
link: **t****/*w*.go**l*.*****a*s**e**c*/**i+*af*/***451*944*10**208***2?*u*h*s*r=0***=e*&en*ry=*t*
Reviews: 226 reviews

Name: *a**s*n Ib***e*era*Ka*p*** * *e*i ****op*
link: h*tp*:/*www.*o**l*.c*m/*ap**sea*c*/*a**sa****u****era+*am**ng+-+***i*T*pto****/**.43****5*1*0.2****87?*u**user=*&*****&******t*u
Reviews: 60 reviews",,False,,,,,,,,*nju** K**i***w**r),*tt****/ww****o*le**om*m*p*/**n*ri**1*3946*61*9*2**7***71,h*t**:*****.*o**l*****c*nt**t**o*/*/*F1Q**MG*g*Q*_*N**Z8**V*XA*9A**9*Z4Yn6hq*4R*=w*2**h*40*k**o,Malay Restaurant,Malay Restaurant,4.4,*0**0 am*4***,*r*da*,*19-*4***38*,"Anjung Keli, Medan Sri Pulai,, Jalan Behor Pulai, 01000 Kangar, Perlis","*a**is*, *au*, **ri***es, **c*l **od, u*a*, *o*m, *o*d *h*i**s, t**n, *a*ki*g*s**c*, *r**d",https://www.google.com/maps/place/Anjung+Keli/data=!4m7!3m6!1s0x304c98fe4b14f3b5:0x8bce132b63c4bc4!8m2!3d6.429817!4d100.2169813!16s%2Fg%2F1tkrcbmh!19sChIJtfMUS_6YTDARxEs8tjLhvAg?authuser=0&hl=en&rclk=1
ChIJKUh5RmOiTDART_LUKyslU6E,Nasi Kandar Yasmeen Arau,,False,2009,"Name: *a**ed Nas* *a**** **ra*u*
link: h**ps***www*g*****.co****ps*s**r*h*Ha***d+N**i+*a*d**+**r***r/@6.***891**1*0*1*7*42*?aut*u****0*h**en&e*tr**tt*
Reviews: 387 reviews

Name: N***r*N*** *andar * To**a* *e***o*
link: *t*ps*//ww*.*oog**.****ma*s***a***/N*s*r+*asi*K**d*r*****T******S**f*od**6*4***37***0*.27*5213?***h***r*0&h*=en&e*tr*=*tu
Reviews: 143 reviews

Name: *u***ni*M***n*Na** K**dar
link: h*tp******w.g**g*e***m*map**sea***/M**a**i+*y*i*+N***+**ndar/@6.*5*5***9999******00.*7037***999*99?*u*h*s********en&*ntry****
Reviews: 84 reviews

Name: *e*a**Na*i ***d*r
link: ****s*//w**.*o*gl**c****a*s/*earch*Reya**N*s*+K*ndar*@*.*2****3**0*.2700*0*?*u**u***=*&******en*r*=t*u
Reviews: 38 reviews

Name: *a** ***dar*Ar*u
link: ht*ps://***.*oog***co*/*a*****a*ch/Na*i**an**r*Ar*u*****3**82*,10*.27****?a**h*ser*0&**=*n**n**y***u
Reviews: 6 reviews",,True,,,,,,,,**s* Kandar**a**e** A****(Own***,,**tp***/****g*******e*co*t*nt*com****F*Q*pM*lO***x2A*c*c****V*P00NcztBrFf**LY6*p*w*08-****-k*n*,Indian Muslim restaurant,Indian Muslim restaurant,4.1,1* a*-***p*,O*e* ****Day*,***-91* *3*9,"Nasi Kandar Yasmeen Arau, Bandar Diraja, 02600 Arau, Perlis","**ic*, f*i** **i*ke*, *l*a*, **m*k, q***e, p**t*, gr***, **t*ng, **du, **s*i",https://www.google.com/maps/place/Nasi+Kandar+Yasmeen+Arau/data=!4m7!3m6!1s0x304ca26346794829:0xa153252b2bd4f24f!8m2!3d6.4276352!4d100.2723657!16s%2Fg%2F11bwm3slpx!19sChIJKUh5RmOiTDART_LUKyslU6E?authuser=0&hl=en&rclk=1
ChIJSS-Gm4abTDARQBJkY9DcN0c,Restaurant Kak Su Laksa,,False,1436,"Name: D'*Ad** *a*** **us*
link: **t*s://***.go*g***c**/m**s****rc*/D*2*+*d***La***+H*us*/*6**030802*1*0.14**11**a*t*u*e*=0*hl*e*&*n*r*****
Reviews: 1078 reviews

Name: **st*r*n*D'Ka*d*****k*a**pec**l
link: **tps*/*w**.g*og*e.com/**ps*sea***/*e**or*n*D%2*Kandis****sa+**e*ia*/*6***05***9*99**99*,1***2***58*9**99******hus****&*l=*n**nt****t*
Reviews: 154 reviews

Name: Ah ***g**ak**
link: h*tp*:*/w*****o*l*.**m/maps/*e***h/A***e*g*Lak*a**6***6***2*1**.*971*54?auth**er*0*h*=***en***=***
Reviews: 136 reviews

Name: *aks***ua*a**erlis ***k** S*ng****
link: **t*s://*ww.***gl******maps/****c**L***a+*ual*+*er**s*%28La****S*********/**.*0****699*9*999,10*.13*6*4**authu*er***hl=****ntry**t*
Reviews: 44 reviews

Name: Sel**a***rl**
link: ht**s://ww******le*co*/****/sea*c**S*l**a*P***i*****3*6*278*00000*1**0**13**9*7*****9*?****us*r*0&hl=en**ntry***u
Reviews: 8 reviews",,False,,,,,,,,**st**ra*t K** Su ***sa**O*n***,https://ww*.*o******o*/*a**/c*nt*i**1****68**669******51*,ht*ps*/*lh****o*le**e*co**en**com*******ip*7**_D***v**wTbV**V**hLl*O*G4TTziJ**7***4**-h3***k**o,Restaurant,Restaurant,4,*****7 pm,*u*sd**,***-5*0*0*65,"Restaurant Kak Su Laksa, 97,Lorong Siakap 1, Jalan Kuala Perlis, 02000 Kuala Perlis, Perlis","*u**t*p*ngga**, **a*y, p***e, t*w*, p**k**g, k**o*o* ***or, s**f*e*, n**dl*, *r*t*, q***e",https://www.google.com/maps/place/Restaurant+Kak+Su+Laksa/data=!4m7!3m6!1s0x304c9b869b862f49:0x4737dcd063641240!8m2!3d6.397484!4d100.1326286!16s%2Fg%2F12qfhrd24!19sChIJSS-Gm4abTDARQBJkY9DcN0c?authuser=0&hl=en&rclk=1
ChIJo8bkzC6aTDAReTlkOn9CdVA,Ana Burger D' Cafe,,False,1348,"Name: **sto**n*A***wan*
link: h*tps:*/*ww.g*o**e.c*m/m*ps/s*****/**s**ra***r*owana/**.***1**29*****9*5**0*.20*000**auth********l=*n&e***y****
Reviews: 252 reviews

Name: *n**ud***om*** &***st*rn **od
link: *tt****/www*g**gle.co**m***/search/AnaM**a+**m**m*%2*+***te******d/**.4*1******0***8*81*6?au**user**&******en**y*tt*
Reviews: 213 reviews

Name: Dee B*r**r****u*
link: **tp**/**ww.g*****.**m/map***ear****ee+B***er+*a***/@6.**622*4*100***8*91*a*t*use**0***=****nt*y=t**
Reviews: 30 reviews

Name: **AH W*S*ERN*****
link: h*tps***ww*.go**le.**m/****/**a*ch/**27****ES***N+FO*D/@*.4****27*10***176**5***th**er=**hl**n*e****=tt*
Reviews: 28 reviews

Name: *D *ur***
link: *t***:/*****goog**.com/*a*s*****ch/****urger**6*4*07***,1**.***48****thu***=0**l=en&**try=**u
Reviews: 2 reviews",,True,,,,,,,,A*a ****er*D' *afe***w*e**,,*ttp***/lh****o*l*us*rco*te*t.*o*/p/A**Q**N4m*9**6*R**a*h*****zTw*0q*g*NzU****a*=*40**h*****-n*,Restaurant,"Restaurant, Cafe",4,***m**2 am,W**n**da*,0*1-*6*7**3**,"Ana Burger D' Cafe, Jalan Raja Syed Saffi, Kampung Jarak, 01000 Kangar, Perlis","**i*e, *h***en, ****e*n*food, *a*i*y, ***nks, **tt*, *ark***, *ho*, g***l, **nn*r",https://www.google.com/maps/place/Ana+Burger+D%E2%80%99+Cafe/data=!4m7!3m6!1s0x304c9a2ecce4c6a3:0x5075427f3a643979!8m2!3d6.440735!4d100.1645945!16s%2Fg%2F11bw1w9yzf!19sChIJo8bkzC6aTDAReTlkOn9CdVA?authuser=0&hl=en&rclk=1
